Gender,Race,Meters,First Name,Last Name,State,Age,Seconds,Date,Age Grade ,Minutes,minute_mile
F,HalfMarathon,21082.41,Colleen,DeReuck,CO,44,4395,2/8/2009,0.956,73.25,5.591588201
F,HalfMarathon,21082.41,Rae,Baymiller,NM,67,5939,1/22/2011,0.954,98.98,7.555705121
F,HalfMarathon,21082.41,Barbara,Miller,CA,60,5389,10/17/1999,0.947,89.82,6.856470337
F,HalfMarathon,21082.41,June,Machala,WA,67,5980,5/1/1998,0.947,99.67,7.608376737
F,HalfMarathon,21082.41,Laurie,Binder,CA,44,4437,9/15/1991,0.947,73.95,5.645023173
F,25K,25000,Shirley,Matson,CA,56,6061,11/16/1996,0.963,101.02,6.503021072
F,25K,25000,Colleen,De Reuck,CO,41,5115,5/14/2005,0.962,85.25,5.4878494
F,25K,25000,Colleen,De Reuck,CO,47,5466,5/14/2011,0.952,91.1,5.86443496
F,25K,25000,Edie,Stephenson,CO,61,6650,5/14/2011,0.941,110.83,7.134526088
F,25K,25000,Debra,Wagner,OH,47,5599,5/8/1999,0.929,93.32,6.007344352
F,25K,25000,S. Rae,Baymiller,NY,51,5916,9/11/1994,0.924,98.6,6.34723696
F,25K,25000,Jane,Welzel,CO,42,5387,5/10/1997,0.92,89.78,5.779461808
F,25K,25000,Jane,Welzel,CO,41,5387,5/11/1996,0.913,89.78,5.779461808
F,25K,25000,Jane,Welzel,CO,44,5567,5/8/1999,0.906,92.78,5.972582608
F,25K,25000,Jane,Welzel,CO,48,5849,5/10/2003,0.9,97.48,6.275138528
F,25K,25000,Margaret,Miller,CA,54,6314,3/2/1980,0.9,105.23,6.774033928
F,25K,25000,Gloria,Brown,NY,62,7104,5/14/1994,0.894,118.4,7.62183424
F,25K,25000,Nancy,Oshier,NY,41,5519,5/12/1990,0.891,91.98,5.921083728
F,25K,25000,Toshiko,D'Elia,NJ,76,8974,5/13/2006,0.891,149.57,9.628359352
F,25K,25000,Jane,Welzel,CO,45,5719,5/13/2000,0.891,95.32,6.136091552
F,25K,25000,Joyce,Gaskin,TX,55,6547,11/22/1992,0.879,109.12,7.024447232
F,25K,25000,Nancy,Cassel,MI,52,6296,5/11/2002,0.879,104.93,6.754721848
F,30K,30000,Shirley,Matson,CA,56,6061,11/16/1996,0.963,101.02,5.419184227
F,30K,30000,Colleen,De Reuck,CO,41,5115,5/14/2005,0.962,85.25,4.573207833
F,30K,30000,Colleen,De Reuck,CO,47,5466,5/14/2011,0.952,91.1,4.887029133
F,30K,30000,Edie,Stephenson,CO,61,6650,5/14/2011,0.941,110.83,5.945438407
F,30K,30000,Debra,Wagner,OH,47,5599,5/8/1999,0.929,93.32,5.006120293
F,30K,30000,S. Rae,Baymiller,NY,51,5916,9/11/1994,0.924,98.6,5.289364133
F,30K,30000,Jane,Welzel,CO,42,5387,5/10/1997,0.92,89.78,4.816218173
F,30K,30000,Jane,Welzel,CO,41,5387,5/11/1996,0.913,89.78,4.816218173
F,30K,30000,Jane,Welzel,CO,44,5567,5/8/1999,0.906,92.78,4.977152173
F,30K,30000,Jane,Welzel,CO,48,5849,5/10/2003,0.9,97.48,5.229282107
F,30K,30000,Margaret,Miller,CA,54,6314,3/2/1980,0.9,105.23,5.645028273
F,30K,30000,Gloria,Brown,NY,62,7104,5/14/1994,0.894,118.4,6.351528533
F,30K,30000,Nancy,Oshier,NY,41,5519,5/12/1990,0.891,91.98,4.93423644
F,30K,30000,Toshiko,D'Elia,NJ,76,8974,5/13/2006,0.891,149.57,8.023632793
F,30K,30000,Jane,Welzel,CO,45,5719,5/13/2000,0.891,95.32,5.113409627
F,30K,30000,Joyce,Gaskin,TX,55,6547,11/22/1992,0.879,109.12,5.853706027
F,30K,30000,Nancy,Cassel,MI,52,6296,5/11/2002,0.879,104.93,5.628934873
F,Marathon,42164.81,Linda,Somers Smith,CA,48,10070,3/21/2010,1.001,167.83,6.405709695
F,Marathon,42164.81,S Rae,Baymiller,NY,55,10334,10/11/1998,0.998,172.23,6.57364822
F,Marathon,42164.81,Joan,Samuelson,ME,53,10070,10/10/2010,0.997,167.83,6.405709695
F,Marathon,42164.81,Ginette,Bedard,NY,72,13562,3/26/2006,0.995,226.03,8.627078367
F,Marathon,42164.81,Ginette,Bedard,NY,72,13578,11/6/2005,0.994,226.3,8.637383686
F,Marathon,42164.81,Colleen,DeReuck,CO,46,9252,10/10/2010,0.992,154.2,5.885481946
F,Marathon,42164.81,Christine,Kennedy,CA,56,10577,4/18/2011,0.989,176.28,6.728227999
F,Marathon,42164.81,Marion,Irvine,CA,54,10322,5/12/1984,0.986,172.03,6.566014651
F,Marathon,42164.81,Colleen,De Reuck,CO,44,9145,10/12/2008,0.979,152.42,5.817543179
F,Marathon,42164.81,Joan,Samuelson,ME,53,10289,4/18/2011,0.976,171.48,6.545022335
F,Marathon,42164.81,Colleen,DeReuck,CO,45,9337,4/20/2009,0.971,155.62,5.939680288
F,Marathon,42164.81,Kathryn,Martin,NY,60,11427,10/9/2011,0.97,190.45,7.269066385
F,Marathon,42164.81,Christine,Kennedy,CA,55,10639,4/19/2010,0.97,177.32,6.767922559
F,Marathon,42164.81,Colleen,De Reuck,CO,41,8920,10/9/2005,0.969,148.67,5.674413754
F,Marathon,42164.81,Helen,Klein,CA,81,17390,3/21/2004,0.969,289.83,11.06218698
